Tab Rate Plan Group,Device Name/Identifier,SKU / IMEI,,,,,,,,,,,,,,,,,,Phone Savings,MyTab Amount Max Limit,Trade In Promo Limit (Percentage),,,,,,,,,,,,,,,,,,Device Description
Group 7,ZTE Grand X 4,62925800600215,,,,,,,,,,,,,,,,,,50,170,,,,,,,,,,,,,,,,,,,
Group 8,ZTE Grand X 4,62925800600215,,,,,,,,,,,,,,,,,,50,170,,,,,,,,,,,,,,,,,,,
Group 2,ZTE Grand X 4 LL,62925800600246,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 3,ZTE Grand X 4 LL,62925800600246,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 4,ZTE Grand X 4 LL,62925800600246,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 5,ZTE Grand X 4 LL,62925800600246,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 5a,ZTE Grand X 4 LL,62925800600246,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 1_1,ZTE ZFive 2,62925800600321,,,,,,,,,,,,,,,,,,0,50,,,,,,,,,,,,,,,,,,,
Group 2,ZTE ZFive 2,62925800600321,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,
Group 3,ZTE ZFive 2,62925800600321,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,
Group 4,ZTE ZFive 2,62925800600321,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,
Group 4a,ZTE ZFive 2,62925800600321,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,ZTE ZFive 2,62925800600321,,,,,,,,,,,,,,,,,,0,50,,,,,,,,,,,,,,,,,,,
Group 5,ZTE ZFive 2,62925800600321,,,,,,,,,,,,,,,,,,0,50,,,,,,,,,,,,,,,,,,,
Group 5a,ZTE ZFive 2,62925800600321,,,,,,,,,,,,,,,,,,0,50,,,,,,,,,,,,,,,,,,,
Group 6,ZTE ZFive 2,62925800600321,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,
Group 7,ZTE ZFive 2,62925800600321,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,
Group 8,ZTE ZFive 2,62925800600321,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 5S 16GB,62925800800684,,,,,,,,,,,,,,,,,,100,249,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 5S 16GB,62925800800684,,,,,,,,,,,,,,,,,,249,249,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 5S 16GB,62925800800684,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 5S 16GB,62925800800684,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 5S 16GB,62925800800684,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 1_1,Motorola Moto X EOL,62925803400812,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 2,Motorola Moto X EOL,62925803400812,,,,,,,,,,,,,,,,,,100,249,,,,,,,,,,,,,,,,,,,
Group 3,Motorola Moto X EOL,62925803400812,,,,,,,,,,,,,,,,,,100,249,,,,,,,,,,,,,,,,,,,
Group 4,Motorola Moto X EOL,62925803400812,,,,,,,,,,,,,,,,,,100,249,,,,,,,,,,,,,,,,,,,
Group 4a,Motorola Moto X EOL,62925803400812,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Motorola Moto X EOL,62925803400812,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 5,Motorola Moto X EOL,62925803400812,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 5a,Motorola Moto X EOL,62925803400812,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 6,Motorola Moto X EOL,62925803400812,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 7,Motorola Moto X EOL,62925803400812,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 8,Motorola Moto X EOL,62925803400812,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 1_1,Motorola Nexus 6 EOL,62925803400959,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 2,Motorola Nexus 6 EOL,62925803400959,,,,,,,,,,,,,,,,,,100,299,,,,,,,,,,,,,,,,,,,
Group 3,Motorola Nexus 6 EOL,62925803400959,,,,,,,,,,,,,,,,,,100,299,,,,,,,,,,,,,,,,,,,
Group 4,Motorola Nexus 6 EOL,62925803400959,,,,,,,,,,,,,,,,,,100,299,,,,,,,,,,,,,,,,,,,
Group 4a,Motorola Nexus 6 EOL,62925803400959,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Motorola Nexus 6 EOL,62925803400959,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 5,Motorola Nexus 6 EOL,62925803400959,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 5a,Motorola Nexus 6 EOL,62925803400959,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 6,Motorola Nexus 6 EOL,62925803400959,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 7,Motorola Nexus 6 EOL,62925803400959,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 8,Motorola Nexus 6 EOL,62925803400959,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 1_1,Moto Nexus 6 LL-Sale,62925803400997,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 2,Moto Nexus 6 LL-Sale,62925803400997,,,,,,,,,,,,,,,,,,100,299,,,,,,,,,,,,,,,,,,,
Group 3,Moto Nexus 6 LL-Sale,62925803400997,,,,,,,,,,,,,,,,,,100,299,,,,,,,,,,,,,,,,,,,
Group 4,Moto Nexus 6 LL-Sale,62925803400997,,,,,,,,,,,,,,,,,,100,299,,,,,,,,,,,,,,,,,,,
Group 4a,Moto Nexus 6 LL-Sale,62925803400997,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Moto Nexus 6 LL-Sale,62925803400997,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 5,Moto Nexus 6 LL-Sale,62925803400997,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 5a,Moto Nexus 6 LL-Sale,62925803400997,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 6,Moto Nexus 6 LL-Sale,62925803400997,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 7,Moto Nexus 6 LL-Sale,62925803400997,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 8,Moto Nexus 6 LL-Sale,62925803400997,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 2,Motorola Moto G 3rd Gen,62925803401222,,,,,,,,,,,,,,,,,,80,80,,,,,,,,,,,,,,,,,,,
Group 3,Motorola Moto G 3rd Gen,62925803401222,,,,,,,,,,,,,,,,,,80,80,,,,,,,,,,,,,,,,,,,
Group 4,Motorola Moto G 3rd Gen,62925803401222,,,,,,,,,,,,,,,,,,0,80,,,,,,,,,,,,,,,,,,,
Group 5,Motorola Moto G 3rd Gen,62925803401222,,,,,,,,,,,,,,,,,,0,80,,,,,,,,,,,,,,,,,,,
Group 5a,Motorola Moto G 3rd Gen,62925803401222,,,,,,,,,,,,,,,,,,0,80,,,,,,,,,,,,,,,,,,,
Group 1_1,Motorola Moto X Play EOL,62925803401338,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 2,Motorola Moto X Play EOL,62925803401338,,,,,,,,,,,,,,,,,,100,299,,,,,,,,,,,,,,,,,,,
Group 3,Motorola Moto X Play EOL,62925803401338,,,,,,,,,,,,,,,,,,100,299,,,,,,,,,,,,,,,,,,,
Group 4,Motorola Moto X Play EOL,62925803401338,,,,,,,,,,,,,,,,,,100,299,,,,,,,,,,,,,,,,,,,
Group 4a,Motorola Moto X Play EOL,62925803401338,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Motorola Moto X Play EOL,62925803401338,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 5,Motorola Moto X Play EOL,62925803401338,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 5a,Motorola Moto X Play EOL,62925803401338,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 6,Motorola Moto X Play EOL,62925803401338,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 7,Motorola Moto X Play EOL,62925803401338,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 8,Motorola Moto X Play EOL,62925803401338,,,,,,,,,,,,,,,,,,0,299,,,,,,,,,,,,,,,,,,,
Group 2,Motorola G4 Play Black,62925803401536,,,,,,,,,,,,,,,,,,80,80,,,,,,,,,,,,,,,,,,,
Group 3,Motorola G4 Play Black,62925803401536,,,,,,,,,,,,,,,,,,80,80,,,,,,,,,,,,,,,,,,,
Group 4,Motorola G4 Play Black,62925803401536,,,,,,,,,,,,,,,,,,0,80,,,,,,,,,,,,,,,,,,,
Group 5,Motorola G4 Play Black,62925803401536,,,,,,,,,,,,,,,,,,0,80,,,,,,,,,,,,,,,,,,,
Group 5a,Motorola G4 Play Black,62925803401536,,,,,,,,,,,,,,,,,,0,80,,,,,,,,,,,,,,,,,,,
Group 1_1,Moto G Plus,62925803401635,,,,,,,,,,,,,,,,,,0,399,,,,,,,,,,,,,,,,,,,
Group 2,Moto G Plus,62925803401635,,,,,,,,,,,,,,,,,,100,399,,,,,,,,,,,,,,,,,,,
Group 3,Moto G Plus,62925803401635,,,,,,,,,,,,,,,,,,100,399,,,,,,,,,,,,,,,,,,,
Group 4,Moto G Plus,62925803401635,,,,,,,,,,,,,,,,,,100,399,,,,,,,,,,,,,,,,,,,
Group 4a,Moto G Plus,62925803401635,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Moto G Plus,62925803401635,,,,,,,,,,,,,,,,,,0,399,,,,,,,,,,,,,,,,,,,
Group 5,Moto G Plus,62925803401635,,,,,,,,,,,,,,,,,,0,399,,,,,,,,,,,,,,,,,,,
Group 5a,Moto G Plus,62925803401635,,,,,,,,,,,,,,,,,,0,399,,,,,,,,,,,,,,,,,,,
Group 6,Moto G Plus,62925803401635,,,,,,,,,,,,,,,,,,0,399,,,,,,,,,,,,,,,,,,,
Group 7,Moto G Plus,62925803401635,,,,,,,,,,,,,,,,,,0,399,,,,,,,,,,,,,,,,,,,
Group 8,Moto G Plus,62925803401635,,,,,,,,,,,,,,,,,,0,399,,,,,,,,,,,,,,,,,,,
Group 1_1,Motorola Moto Z,62925803401734,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,Motorola Moto Z,62925803401734,,,,,,,,,,,,,,,,,,100,500,,,,,,,,,,,,,,,,,,,
Group 3,Motorola Moto Z,62925803401734,,,,,,,,,,,,,,,,,,100,500,,,,,,,,,,,,,,,,,,,
Group 4,Motorola Moto Z,62925803401734,,,,,,,,,,,,,,,,,,100,500,,,,,,,,,,,,,,,,,,,
Group 4a,Motorola Moto Z,62925803401734,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Motorola Moto Z,62925803401734,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,Motorola Moto Z,62925803401734,,,,,,,,,,,,,,,,,,0,500,,,,,,,,,,,,,,,,,,,
Group 5a,Motorola Moto Z,62925803401734,,,,,,,,,,,,,,,,,,0,500,,,,,,,,,,,,,,,,,,,
Group 6,Motorola Moto Z,62925803401734,,,,,,,,,,,,,,,,,,0,500,,,,,,,,,,,,,,,,,,,
Group 7,Motorola Moto Z,62925803401734,,,,,,,,,,,,,,,,,,0,500,,,,,,,,,,,,,,,,,,,
Group 8,Motorola Moto Z,62925803401734,,,,,,,,,,,,,,,,,,0,500,,,,,,,,,,,,,,,,,,,
Group 1_1,LG G4 LL-Sale,62925803801558,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 2,LG G4 LL-Sale,62925803801558,,,,,,,,,,,,,,,,,,100,249,,,,,,,,,,,,,,,,,,,
Group 3,LG G4 LL-Sale,62925803801558,,,,,,,,,,,,,,,,,,100,249,,,,,,,,,,,,,,,,,,,
Group 4,LG G4 LL-Sale,62925803801558,,,,,,,,,,,,,,,,,,100,249,,,,,,,,,,,,,,,,,,,
Group 4a,LG G4 LL-Sale,62925803801558,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,LG G4 LL-Sale,62925803801558,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 5,LG G4 LL-Sale,62925803801558,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 5a,LG G4 LL-Sale,62925803801558,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 6,LG G4 LL-Sale,62925803801558,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 7,LG G4 LL-Sale,62925803801558,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 8,LG G4 LL-Sale,62925803801558,,,,,,,,,,,,,,,,,,0,249,,,,,,,,,,,,,,,,,,,
Group 1_1,LG G Stylo EOL,62925803801633,,,,,,,,,,,,,,,,,,0,199,,,,,,,,,,,,,,,,,,,
Group 2,LG G Stylo EOL,62925803801633,,,,,,,,,,,,,,,,,,100,199,,,,,,,,,,,,,,,,,,,
Group 3,LG G Stylo EOL,62925803801633,,,,,,,,,,,,,,,,,,100,199,,,,,,,,,,,,,,,,,,,
Group 4,LG G Stylo EOL,62925803801633,,,,,,,,,,,,,,,,,,100,199,,,,,,,,,,,,,,,,,,,
Group 4a,LG G Stylo EOL,62925803801633,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,LG G Stylo EOL,62925803801633,,,,,,,,,,,,,,,,,,0,199,,,,,,,,,,,,,,,,,,,
Group 5,LG G Stylo EOL,62925803801633,,,,,,,,,,,,,,,,,,0,199,,,,,,,,,,,,,,,,,,,
Group 5a,LG G Stylo EOL,62925803801633,,,,,,,,,,,,,,,,,,0,199,,,,,,,,,,,,,,,,,,,
Group 6,LG G Stylo EOL,62925803801633,,,,,,,,,,,,,,,,,,0,199,,,,,,,,,,,,,,,,,,,
Group 7,LG G Stylo EOL,62925803801633,,,,,,,,,,,,,,,,,,0,199,,,,,,,,,,,,,,,,,,,
Group 8,LG G Stylo EOL,62925803801633,,,,,,,,,,,,,,,,,,0,199,,,,,,,,,,,,,,,,,,,
Group 1_1,LG X Power,62925803802487,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,
Group 2,LG X Power,62925803802487,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 3,LG X Power,62925803802487,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 4,LG X Power,62925803802487,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 4a,LG X Power,62925803802487,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,LG X Power,62925803802487,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,
Group 5,LG X Power,62925803802487,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,
Group 5a,LG X Power,62925803802487,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,
Group 6,LG X Power,62925803802487,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 7,LG X Power,62925803802487,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 8,LG X Power,62925803802487,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 1_1,LG Stylo II Plus,62925803802685,,,,,,,,,,,,,,,,,,0,350,,,,,,,,,,,,,,,,,,,
Group 2,LG Stylo II Plus,62925803802685,,,,,,,,,,,,,,,,,,100,350,,,,,,,,,,,,,,,,,,,
Group 3,LG Stylo II Plus,62925803802685,,,,,,,,,,,,,,,,,,100,350,,,,,,,,,,,,,,,,,,,
Group 4,LG Stylo II Plus,62925803802685,,,,,,,,,,,,,,,,,,100,350,,,,,,,,,,,,,,,,,,,
Group 4a,LG Stylo II Plus,62925803802685,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,LG Stylo II Plus,62925803802685,,,,,,,,,,,,,,,,,,0,350,,,,,,,,,,,,,,,,,,,
Group 5,LG Stylo II Plus,62925803802685,,,,,,,,,,,,,,,,,,0,350,,,,,,,,,,,,,,,,,,,
Group 5a,LG Stylo II Plus,62925803802685,,,,,,,,,,,,,,,,,,0,350,,,,,,,,,,,,,,,,,,,
Group 6,LG Stylo II Plus,62925803802685,,,,,,,,,,,,,,,,,,0,350,,,,,,,,,,,,,,,,,,,
Group 7,LG Stylo II Plus,62925803802685,,,,,,,,,,,,,,,,,,0,350,,,,,,,,,,,,,,,,,,,
Group 8,LG Stylo II Plus,62925803802685,,,,,,,,,,,,,,,,,,0,350,,,,,,,,,,,,,,,,,,,
Group 1_1,LG V20,62925803802890,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,LG V20,62925803802890,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 3,LG V20,62925803802890,,,,,,,,,,,,,,,,,,100,940,,,,,,,,,,,,,,,,,,,
Group 4,LG V20,62925803802890,,,,,,,,,,,,,,,,,,100,1000,,,,,,,,,,,,,,,,,,,
Group 4a,LG V20,62925803802890,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,LG V20,62925803802890,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,LG V20,62925803802890,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 5a,LG V20,62925803802890,,,,,,,,,,,,,,,,,,100,700,,,,,,,,,,,,,,,,,,,
Group 6,LG V20,62925803802890,,,,,,,,,,,,,,,,,,160,1000,,,,,,,,,,,,,,,,,,,
Group 7,LG V20,62925803802890,,,,,,,,,,,,,,,,,,160,1000,,,,,,,,,,,,,,,,,,,
Group 8,LG V20,62925803802890,,,,,,,,,,,,,,,,,,400,1000,,,,,,,,,,,,,,,,,,,
Group 2,LG V20 Titan LL,62925803802920,,,,,,,,,,,,,,,,,,100,400,,,,,,,,,,,,,,,,,,,
Group 3,LG V20 Titan LL,62925803802920,,,,,,,,,,,,,,,,,,250,400,,,,,,,,,,,,,,,,,,,
Group 4,LG V20 Titan LL,62925803802920,,,,,,,,,,,,,,,,,,0,400,,,,,,,,,,,,,,,,,,,
Group 5,LG V20 Titan LL,62925803802920,,,,,,,,,,,,,,,,,,0,400,,,,,,,,,,,,,,,,,,,
Group 5a,LG V20 Titan LL,62925803802920,,,,,,,,,,,,,,,,,,0,400,,,,,,,,,,,,,,,,,,,
Group 1_1,Alcatel Pop D3,62925804101022,,,,,,,,,,,,,,,,,,0,80,,,,,,,,,,,,,,,,,,,
Group 2,Alcatel Pop D3,62925804101022,,,,,,,,,,,,,,,,,,80,80,,,,,,,,,,,,,,,,,,,
Group 3,Alcatel Pop D3,62925804101022,,,,,,,,,,,,,,,,,,80,80,,,,,,,,,,,,,,,,,,,
Group 4,Alcatel Pop D3,62925804101022,,,,,,,,,,,,,,,,,,80,80,,,,,,,,,,,,,,,,,,,
Group 4a,Alcatel Pop D3,62925804101022,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Alcatel Pop D3,62925804101022,,,,,,,,,,,,,,,,,,0,80,,,,,,,,,,,,,,,,,,,
Group 5,Alcatel Pop D3,62925804101022,,,,,,,,,,,,,,,,,,0,80,,,,,,,,,,,,,,,,,,,
Group 5a,Alcatel Pop D3,62925804101022,,,,,,,,,,,,,,,,,,0,80,,,,,,,,,,,,,,,,,,,
Group 6,Alcatel Pop D3,62925804101022,,,,,,,,,,,,,,,,,,0,80,,,,,,,,,,,,,,,,,,,
Group 7,Alcatel Pop D3,62925804101022,,,,,,,,,,,,,,,,,,0,80,,,,,,,,,,,,,,,,,,,
Group 8,Alcatel Pop D3,62925804101022,,,,,,,,,,,,,,,,,,0,80,,,,,,,,,,,,,,,,,,,
Group 1_1,Alcatel Pixi 4,62925804101299,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,
Group 2,Alcatel Pixi 4,62925804101299,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 3,Alcatel Pixi 4,62925804101299,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 4,Alcatel Pixi 4,62925804101299,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 4a,Alcatel Pixi 4,62925804101299,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Alcatel Pixi 4,62925804101299,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,
Group 5,Alcatel Pixi 4,62925804101299,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,
Group 5a,Alcatel Pixi 4,62925804101299,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,
Group 6,Alcatel Pixi 4,62925804101299,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,
Group 7,Alcatel Pixi 4,62925804101299,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,
Group 8,Alcatel Pixi 4,62925804101299,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,
Group 1_1,Alcatel U50,62925804101404,,,,,,,,,,,,,,,,,,0,120,,,,,,,,,,,,,,,,,,,
Group 2,Alcatel U50,62925804101404,,,,,,,,,,,,,,,,,,100,120,,,,,,,,,,,,,,,,,,,
Group 3,Alcatel U50,62925804101404,,,,,,,,,,,,,,,,,,100,120,,,,,,,,,,,,,,,,,,,
Group 4,Alcatel U50,62925804101404,,,,,,,,,,,,,,,,,,100,120,,,,,,,,,,,,,,,,,,,
Group 4a,Alcatel U50,62925804101404,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Alcatel U50,62925804101404,,,,,,,,,,,,,,,,,,0,120,,,,,,,,,,,,,,,,,,,
Group 5,Alcatel U50,62925804101404,,,,,,,,,,,,,,,,,,0,120,,,,,,,,,,,,,,,,,,,
Group 5a,Alcatel U50,62925804101404,,,,,,,,,,,,,,,,,,0,120,,,,,,,,,,,,,,,,,,,
Group 6,Alcatel U50,62925804101404,,,,,,,,,,,,,,,,,,0,120,,,,,,,,,,,,,,,,,,,
Group 7,Alcatel U50,62925804101404,,,,,,,,,,,,,,,,,,0,120,,,,,,,,,,,,,,,,,,,
Group 8,Alcatel U50,62925804101404,,,,,,,,,,,,,,,,,,0,120,,,,,,,,,,,,,,,,,,,
Group 1_1,LG G8ThinQ,652810832434,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,LG G8ThinQ,652810832434,,,,,,,,,,,,,,,,,,100,460,,,,,,,,,,,,,,,,,,,
Group 3,LG G8ThinQ,652810832434,,,,,,,,,,,,,,,,,,100,460,,,,,,,,,,,,,,,,,,,
Group 4,LG G8ThinQ,652810832434,,,,,,,,,,,,,,,,,,100,460,,,,,,,,,,,,,,,,,,,
Group 4a,LG G8ThinQ,652810832434,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,LG G8ThinQ,652810832434,,,,,,,,,,,,,,,,,,0,504,,,,,,,,,,,,,,,,,,,
Group 5,LG G8ThinQ,652810832434,,,,,,,,,,,,,,,,,,384,504,,,,,,,,,,,,,,,,,,,
Group 5a,LG G8ThinQ,652810832434,,,,,,,,,,,,,,,,,,384,504,,,,,,,,,,,,,,,,,,,
Group 6,LG G8ThinQ,652810832434,,,,,,,,,,,,,,,,,,384,504,,,,,,,,,,,,,,,,,,,
Group 7,LG G8ThinQ,652810832434,,,,,,,,,,,,,,,,,,384,504,,,,,,,,,,,,,,,,,,,
Group 8,LG G8ThinQ,652810832434,,,,,,,,,,,,,,,,,,504,504,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - ZTE Z557,629258107325,,,,,,,,,,,,,,,,,,0,89,,,,,,,,,,,,,,,,,,,
Group 2,3PR - ZTE Z557,629258107325,,,,,,,,,,,,,,,,,,89,89,,,,,,,,,,,,,,,,,,,
Group 3,3PR - ZTE Z557,629258107325,,,,,,,,,,,,,,,,,,89,89,,,,,,,,,,,,,,,,,,,
Group 4,3PR - ZTE Z557,629258107325,,,,,,,,,,,,,,,,,,89,89,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - ZTE Z557,629258107325,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - ZTE Z557,629258107325,,,,,,,,,,,,,,,,,,89,89,,,,,,,,,,,,,,,,,,,
Group 5,3PR - ZTE Z557,629258107325,,,,,,,,,,,,,,,,,,89,89,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - ZTE Z557,629258107325,,,,,,,,,,,,,,,,,,89,89,,,,,,,,,,,,,,,,,,,
Group 6,3PR - ZTE Z557,629258107325,,,,,,,,,,,,,,,,,,89,89,,,,,,,,,,,,,,,,,,,
Group 7,3PR - ZTE Z557,629258107325,,,,,,,,,,,,,,,,,,89,89,,,,,,,,,,,,,,,,,,,
Group 8,3PR - ZTE Z557,629258107325,,,,,,,,,,,,,,,,,,89,89,,,,,,,,,,,,,,,,,,,
Group 1_1,Moto G7 Power,723755134249,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 2,Moto G7 Power,723755134249,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 3,Moto G7 Power,723755134249,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 4,Moto G7 Power,723755134249,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,,,,,,,,,,
Group 4a,Moto G7 Power,723755134249,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,Moto G7 Power,723755134249,,,,,,,,,,,,,,,,,,168,168,,,,,,,,,,,,,,,,,,,
Group 5,Moto G7 Power,723755134249,,,,,,,,,,,,,,,,,,168,168,,,,,,,,,,,,,,,,,,,
Group 5a,Moto G7 Power,723755134249,,,,,,,,,,,,,,,,,,168,168,,,,,,,,,,,,,,,,,,,
