Tab Rate Plan Group,Device Name/Identifier,SKU / IMEI,,,,,,,,,,,,,,,,,,Phone Savings,MyTab Amount Max Limit,Trade In Promo Limit (Percentage),,,,,,,,,,,,,,,,,,Device Description
Group 3,iPhone 12 mini 64GB Black,194252012468,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 mini 64GB Black,194252012468,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 mini 64GB Black,194252012468,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 mini 64GB Black,194252012468,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 mini 64GB Black,194252012468,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 mini 64GB Black,194252012468,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 mini 64GB Black,194252012468,,,,,,,,,,,,,,,,,,288,888,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 mini 64GB Black,194252012468,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 mini 64GB Black,194252012468,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 mini 64GB Black,629258114590,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 mini 64GB Black,629258114590,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 mini 64GB Black,629258114590,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 mini 64GB Black,629258114590,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 mini 64GB Black,629258114590,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 mini 64GB Black,629258114590,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 mini 64GB Black,629258114590,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 mini 64GB Black,629258114590,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 mini 64GB Black,629258114590,,,,,,,,,,,,,,,,,,288,888,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 mini 64GB Black,629258114590,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 mini 64GB Black,629258114590,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 mini 64GB White,194252012499,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 mini 64GB White,194252012499,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 mini 64GB White,194252012499,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 mini 64GB White,194252012499,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 mini 64GB White,194252012499,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 mini 64GB White,194252012499,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 mini 64GB White,194252012499,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 mini 64GB White,194252012499,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 mini 64GB White,194252012499,,,,,,,,,,,,,,,,,,288,888,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 mini 64GB White,194252012499,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 mini 64GB White,194252012499,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 mini 64GB White,629258114606,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 mini 64GB White,629258114606,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 mini 64GB White,629258114606,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 mini 64GB White,629258114606,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 mini 64GB White,629258114606,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 mini 64GB White,629258114606,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 mini 64GB White,629258114606,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 mini 64GB White,629258114606,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 mini 64GB White,629258114606,,,,,,,,,,,,,,,,,,288,888,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 mini 64GB White,629258114606,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 mini 64GB White,629258114606,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 mini 64GB (PRODUCT)RED,194252012529,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 mini 64GB (PRODUCT)RED,194252012529,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 mini 64GB (PRODUCT)RED,194252012529,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 mini 64GB (PRODUCT)RED,194252012529,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 mini 64GB (PRODUCT)RED,194252012529,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 mini 64GB (PRODUCT)RED,194252012529,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 mini 64GB (PRODUCT)RED,194252012529,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 mini 64GB (PRODUCT)RED,194252012529,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 mini 64GB (PRODUCT)RED,194252012529,,,,,,,,,,,,,,,,,,288,888,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 mini 64GB (PRODUCT)RED,194252012529,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 mini 64GB (PRODUCT)RED,194252012529,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 mini 64GB (PRODUCT)RED,629258114613,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 mini 64GB (PRODUCT)RED,629258114613,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 mini 64GB (PRODUCT)RED,629258114613,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 mini 64GB (PRODUCT)RED,629258114613,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 mini 64GB (PRODUCT)RED,629258114613,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 mini 64GB (PRODUCT)RED,629258114613,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 mini 64GB (PRODUCT)RED,629258114613,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 mini 64GB (PRODUCT)RED,629258114613,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 mini 64GB (PRODUCT)RED,629258114613,,,,,,,,,,,,,,,,,,288,888,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 mini 64GB (PRODUCT)RED,629258114613,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 mini 64GB (PRODUCT)RED,629258114613,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 mini 64GB Blue,194252012550,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 mini 64GB Blue,194252012550,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 mini 64GB Blue,194252012550,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 mini 64GB Blue,194252012550,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 mini 64GB Blue,194252012550,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 mini 64GB Blue,194252012550,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 mini 64GB Blue,194252012550,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 mini 64GB Blue,194252012550,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 mini 64GB Blue,194252012550,,,,,,,,,,,,,,,,,,288,888,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 mini 64GB Blue,194252012550,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 mini 64GB Blue,194252012550,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 mini 64GB Blue,629258114620,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 mini 64GB Blue,629258114620,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 mini 64GB Blue,629258114620,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 mini 64GB Blue,629258114620,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 mini 64GB Blue,629258114620,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 mini 64GB Blue,629258114620,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 mini 64GB Blue,629258114620,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 mini 64GB Blue,629258114620,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 mini 64GB Blue,629258114620,,,,,,,,,,,,,,,,,,288,888,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 mini 64GB Blue,629258114620,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 mini 64GB Blue,629258114620,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 mini 64GB Green,194252012581,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 mini 64GB Green,194252012581,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 mini 64GB Green,194252012581,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 mini 64GB Green,194252012581,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 mini 64GB Green,194252012581,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 mini 64GB Green,194252012581,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 mini 64GB Green,194252012581,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 mini 64GB Green,194252012581,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 mini 64GB Green,194252012581,,,,,,,,,,,,,,,,,,288,888,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 mini 64GB Green,194252012581,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 mini 64GB Green,194252012581,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 mini 64GB Green,629258114637,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 mini 64GB Green,629258114637,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 mini 64GB Green,629258114637,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 mini 64GB Green,629258114637,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 mini 64GB Green,629258114637,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 mini 64GB Green,629258114637,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 mini 64GB Green,629258114637,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 mini 64GB Green,629258114637,,,,,,,,,,,,,,,,,,278,758,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 mini 64GB Green,629258114637,,,,,,,,,,,,,,,,,,288,888,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 mini 64GB Green,629258114637,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 mini 64GB Green,629258114637,,,,,,,,,,,,,,,,,,648,1008,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 mini 128GB Black,194252012611,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 mini 128GB Black,194252012611,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 mini 128GB Black,194252012611,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 mini 128GB Black,194252012611,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 mini 128GB Black,194252012611,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 mini 128GB Black,194252012611,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 mini 128GB Black,194252012611,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 mini 128GB Black,194252012611,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 mini 128GB Black,194252012611,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 mini 128GB Black,194252012611,,,,,,,,,,,,,,,,,,288,1080,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 mini 128GB Black,194252012611,,,,,,,,,,,,,,,,,,384,1080,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 mini 128GB Black,629258114644,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 mini 128GB Black,629258114644,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 mini 128GB Black,629258114644,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 mini 128GB Black,629258114644,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 mini 128GB Black,629258114644,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 mini 128GB Black,629258114644,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 mini 128GB Black,629258114644,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 mini 128GB Black,629258114644,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 mini 128GB Black,629258114644,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 mini 128GB Black,629258114644,,,,,,,,,,,,,,,,,,288,1080,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 mini 128GB Black,629258114644,,,,,,,,,,,,,,,,,,384,1080,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 mini 128GB White,194252012642,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 mini 128GB White,194252012642,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 mini 128GB White,194252012642,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 mini 128GB White,194252012642,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 mini 128GB White,194252012642,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 mini 128GB White,194252012642,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 mini 128GB White,194252012642,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 mini 128GB White,194252012642,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 mini 128GB White,194252012642,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 mini 128GB White,194252012642,,,,,,,,,,,,,,,,,,288,1080,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 mini 128GB White,194252012642,,,,,,,,,,,,,,,,,,384,1080,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 mini 128GB White,629258114651,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 mini 128GB White,629258114651,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 mini 128GB White,629258114651,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 mini 128GB White,629258114651,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 mini 128GB White,629258114651,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 mini 128GB White,629258114651,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 mini 128GB White,629258114651,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 mini 128GB White,629258114651,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 mini 128GB White,629258114651,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 mini 128GB White,629258114651,,,,,,,,,,,,,,,,,,288,1080,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 mini 128GB White,629258114651,,,,,,,,,,,,,,,,,,384,1080,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 mini 128GB (PRODUCT)RED,194252012673,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 mini 128GB (PRODUCT)RED,194252012673,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 mini 128GB (PRODUCT)RED,194252012673,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 mini 128GB (PRODUCT)RED,194252012673,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 mini 128GB (PRODUCT)RED,194252012673,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 mini 128GB (PRODUCT)RED,194252012673,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 mini 128GB (PRODUCT)RED,194252012673,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 mini 128GB (PRODUCT)RED,194252012673,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 mini 128GB (PRODUCT)RED,194252012673,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 mini 128GB (PRODUCT)RED,194252012673,,,,,,,,,,,,,,,,,,288,1080,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 mini 128GB (PRODUCT)RED,194252012673,,,,,,,,,,,,,,,,,,384,1080,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 mini 128GB (PRODUCT)RED,629258114668,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 mini 128GB (PRODUCT)RED,629258114668,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 mini 128GB (PRODUCT)RED,629258114668,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 mini 128GB (PRODUCT)RED,629258114668,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 mini 128GB (PRODUCT)RED,629258114668,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 mini 128GB (PRODUCT)RED,629258114668,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 mini 128GB (PRODUCT)RED,629258114668,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 mini 128GB (PRODUCT)RED,629258114668,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 mini 128GB (PRODUCT)RED,629258114668,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 mini 128GB (PRODUCT)RED,629258114668,,,,,,,,,,,,,,,,,,288,1080,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 mini 128GB (PRODUCT)RED,629258114668,,,,,,,,,,,,,,,,,,384,1080,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 mini 128GB Blue,194252012703,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,iPhone 12 mini 128GB Blue,194252012703,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,iPhone 12 mini 128GB Blue,194252012703,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,iPhone 12 mini 128GB Blue,194252012703,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,iPhone 12 mini 128GB Blue,194252012703,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,iPhone 12 mini 128GB Blue,194252012703,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,iPhone 12 mini 128GB Blue,194252012703,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 5a,iPhone 12 mini 128GB Blue,194252012703,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 6,iPhone 12 mini 128GB Blue,194252012703,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 7,iPhone 12 mini 128GB Blue,194252012703,,,,,,,,,,,,,,,,,,288,1080,,,,,,,,,,,,,,,,,,,
Group 8,iPhone 12 mini 128GB Blue,194252012703,,,,,,,,,,,,,,,,,,384,1080,,,,,,,,,,,,,,,,,,,
Group 1_1,3PR - iPhone 12 mini 128GB Blue,629258114675,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 2,3PR - iPhone 12 mini 128GB Blue,629258114675,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 3,3PR - iPhone 12 mini 128GB Blue,629258114675,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4,3PR - iPhone 12 mini 128GB Blue,629258114675,,,,,,,,,,,,,,,,,,100,580,,,,,,,,,,,,,,,,,,,
Group 4a,3PR - iPhone 12 mini 128GB Blue,629258114675,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
Group 4b,3PR - iPhone 12 mini 128GB Blue,629258114675,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
Group 5,3PR - iPhone 12 mini 128GB Blue,629258114675,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 5a,3PR - iPhone 12 mini 128GB Blue,629258114675,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 6,3PR - iPhone 12 mini 128GB Blue,629258114675,,,,,,,,,,,,,,,,,,288,840,,,,,,,,,,,,,,,,,,,
Group 7,3PR - iPhone 12 mini 128GB Blue,629258114675,,,,,,,,,,,,,,,,,,288,1080,,,,,,,,,,,,,,,,,,,
Group 8,3PR - iPhone 12 mini 128GB Blue,629258114675,,,,,,,,,,,,,,,,,,384,1080,,,,,,,,,,,,,,,,,,,
Group 1_1,iPhone 12 mini 128GB Green,194252012734,,,,,,,,,,,,,,,,,,0,480,,,,,,,,,,,,,,,,,,,
